,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expirationDate
427,TSLA230721P00320000,2023-07-07 19:25:03+00:00,320.0,274.42999267578125,47.0,47.9,-0.049999237,-0.10976781,91.0,240.0,0.6552768847656252,True,REGULAR,USD,1,2023-07-21
428,TSLA230721P00325000,2023-07-07 19:51:32+00:00,325.0,274.42999267578125,51.45,52.7,1.6500015,3.2803211,161.0,351.0,0.6613803393554689,True,REGULAR,USD,1,2023-07-21
429,TSLA230721P00330000,2023-07-07 19:46:08+00:00,330.0,274.42999267578125,56.15,57.35,1.7999992,3.3149157,33.0,350.0,0.6645541357421877,True,REGULAR,USD,1,2023-07-21
430,TSLA230721P00335000,2023-07-07 19:56:48+00:00,335.0,274.42999267578125,60.85,62.1,2.0499992,3.477522,56.0,209.0,0.6650424121093752,True,REGULAR,USD,1,2023-07-21
431,TSLA230721P00340000,2023-07-07 19:56:55+00:00,340.0,274.42999267578125,65.65,66.9,2.6000023,4.1074286,80.0,169.0,0.6684603466796877,True,REGULAR,USD,1,2023-07-21
432,TSLA230721P00345000,2023-07-07 19:54:40+00:00,345.0,274.42999267578125,70.5,71.75,2.449997,3.574029,104.0,327.0,0.6733431103515627,True,REGULAR,USD,1,2023-07-21
433,TSLA230721P00350000,2023-07-07 19:56:48+00:00,350.0,274.42999267578125,75.35,76.6,2.050003,2.7910185,66.0,374.0,0.6699251757812501,True,REGULAR,USD,1,2023-07-21
434,TSLA230721P00355000,2023-07-07 19:53:06+00:00,355.0,274.42999267578125,80.25,81.5,2.6500015,3.3930879,38.0,253.0,0.6709017285156251,True,REGULAR,USD,1,2023-07-21
435,TSLA230721P00360000,2023-07-07 19:52:40+00:00,360.0,274.42999267578125,85.2,86.45,2.550003,3.0649078,126.0,366.0,0.6826203613281252,True,REGULAR,USD,1,2023-07-21
436,TSLA230721P00365000,2023-07-07 19:51:00+00:00,365.0,274.42999267578125,90.1,91.35,-0.8499985,-0.9274397,101.0,421.0,0.6640658593750002,True,REGULAR,USD,1,2023-07-21
437,TSLA230721P00370000,2023-07-07 19:46:07+00:00,370.0,274.42999267578125,95.1,96.3,2.050003,2.2019367,108.0,344.0,0.6757844921875001,True,REGULAR,USD,1,2023-07-21
438,TSLA230721P00375000,2023-07-07 19:23:43+00:00,375.0,274.42999267578125,100.05,101.3,-2.2000046,-2.180381,60.0,315.0,0.6835969140625001,True,REGULAR,USD,1,2023-07-21
439,TSLA230721P00380000,2023-07-07 18:17:10+00:00,380.0,274.42999267578125,105.0,106.25,-1.0699997,-1.0467616,46.0,386.0,0.6601596484375001,True,REGULAR,USD,1,2023-07-21
440,TSLA230721P00385000,2023-07-07 15:27:56+00:00,385.0,274.42999267578125,110.0,111.25,-1.4500046,-1.3296695,7.0,208.0,0.6835969140625001,True,REGULAR,USD,1,2023-07-21
441,TSLA230721P00390000,2023-07-07 14:30:15+00:00,390.0,274.42999267578125,115.0,116.25,0.9000015,0.79929096,1.0,71.0,0.7070341796875,True,REGULAR,USD,1,2023-07-21
442,TSLA230721P00395000,2023-07-06 13:55:18+00:00,395.0,274.42999267578125,119.25,122.0,0.0,0.0,13.0,2.0,0.72851833984375,True,REGULAR,USD,1,2023-07-21
443,TSLA230721P00400000,2023-07-07 14:25:49+00:00,400.0,274.42999267578125,124.25,127.0,-0.62000275,-0.4969962,1.0,45.0,0.7500025,True,REGULAR,USD,1,2023-07-21
444,TSLA230721P00405000,2023-07-06 14:02:12+00:00,405.0,274.42999267578125,129.25,132.0,131.5,,,0.0,0.773439765625,True,REGULAR,USD,1,2023-07-21
445,TSLA230721P00410000,2023-07-03 14:18:09+00:00,410.0,274.42999267578125,134.25,137.0,0.0,0.0,44.0,0.0,0.7929708203125,True,REGULAR,USD,1,2023-07-21
446,TSLA230721P00415000,2023-07-06 14:03:15+00:00,415.0,274.42999267578125,139.25,142.0,0.0,0.0,1.0,0.0,0.81445498046875,True,REGULAR,USD,1,2023-07-21
447,TSLA230721P00420000,2023-07-03 13:49:46+00:00,420.0,274.42999267578125,144.25,147.0,0.0,0.0,4.0,0.0,0.8359391406249999,True,REGULAR,USD,1,2023-07-21
448,TSLA230721P00425000,2023-07-03 13:48:07+00:00,425.0,274.42999267578125,149.25,152.0,141.05,,,0.0,0.8554701953125,True,REGULAR,USD,1,2023-07-21
449,TSLA230721P00430000,2023-07-05 15:36:21+00:00,430.0,274.42999267578125,154.25,157.0,0.0,0.0,1.0,0.0,0.87500125,True,REGULAR,USD,1,2023-07-21
450,TSLA230721P00435000,2023-07-05 13:47:44+00:00,435.0,274.42999267578125,159.25,162.0,152.9,,,0.0,0.8945323046874999,True,REGULAR,USD,1,2023-07-21
451,TSLA230721P00440000,2023-07-07 13:31:41+00:00,440.0,274.42999267578125,164.25,167.0,-0.44000244,-0.27400824,2.0,0.0,0.914063359375,True,REGULAR,USD,1,2023-07-21
452,TSLA230721P00445000,2023-06-29 15:45:53+00:00,445.0,274.42999267578125,169.25,172.0,0.0,0.0,2.0,0.0,0.9335944140625,True,REGULAR,USD,1,2023-07-21
453,TSLA230721P00455000,2023-06-21 18:07:09+00:00,455.0,274.42999267578125,179.25,182.0,0.0,0.0,,0.0,0.9726565234375,True,REGULAR,USD,1,2023-07-21
454,TSLA230721P00470000,2023-06-21 17:15:04+00:00,470.0,274.42999267578125,194.25,197.0,0.0,0.0,,0.0,1.0273486132812502,True,REGULAR,USD,1,2023-07-21
455,TSLA230721P00475000,2023-06-29 18:45:16+00:00,475.0,274.42999267578125,199.25,202.0,0.0,0.0,,0.0,1.0429735351562504,True,REGULAR,USD,1,2023-07-21
456,TSLA230721P00480000,2023-06-29 19:14:29+00:00,480.0,274.42999267578125,204.25,207.0,0.0,0.0,342.0,0.0,1.0625046875000002,True,REGULAR,USD,1,2023-07-21
457,TSLA230721P00485000,2023-07-05 15:40:05+00:00,485.0,274.42999267578125,209.25,212.0,205.6,,,0.0,1.0781296093750001,True,REGULAR,USD,1,2023-07-21
458,TSLA230721P00490000,2023-07-07 13:40:10+00:00,490.0,274.42999267578125,215.0,217.0,-16.839996,-7.3846684,1.0,0.0,1.3808624707031247,True,REGULAR,USD,1,2023-07-21
459,TSLA230721P00495000,2023-06-30 19:58:40+00:00,495.0,274.42999267578125,220.0,222.0,0.0,0.0,1.0,0.0,1.400393623046875,True,REGULAR,USD,1,2023-07-21
460,TSLA230721P00500000,2023-06-28 19:54:41+00:00,500.0,274.42999267578125,225.0,227.0,0.0,0.0,1.0,0.0,1.419924775390625,True,REGULAR,USD,1,2023-07-21
461,TSLA230721P00510000,2023-07-07 13:40:10+00:00,510.0,274.42999267578125,235.0,237.0,-22.169998,-8.750049,1.0,0.0,1.4589870800781248,True,REGULAR,USD,1,2023-07-21
462,TSLA230721P00530000,2023-07-06 14:04:07+00:00,530.0,274.42999267578125,255.1,257.0,256.25,,,0.0,1.5556662841796873,True,REGULAR,USD,1,2023-07-21
463,TSLA230721P00540000,2023-07-07 13:31:49+00:00,540.0,274.42999267578125,265.1,267.0,259.85,,1.0,0.0,1.5922871948242183,True,REGULAR,USD,1,2023-07-21
464,TSLA230728C00020000,2023-07-06 19:17:26+00:00,20.0,274.42999267578125,253.8,255.75,0.0,0.0,2.0,3.0,5.027347465820313,True,REGULAR,USD,0,2023-07-28
465,TSLA230728C00030000,2023-07-06 14:37:05+00:00,30.0,274.42999267578125,243.8,245.75,0.0,0.0,1.0,251.0,4.207035991210937,True,REGULAR,USD,0,2023-07-28
466,TSLA230728C00050000,2023-07-07 13:32:39+00:00,50.0,274.42999267578125,224.1,225.85,230.05,,1.0,2.0,3.4355482861328124,True,REGULAR,USD,0,2023-07-28
467,TSLA230728C00060000,2023-07-06 13:41:45+00:00,60.0,274.42999267578125,214.1,215.85,217.0,,,2.0,3.0722679443359375,True,REGULAR,USD,0,2023-07-28
468,TSLA230728C00070000,2023-07-06 14:54:06+00:00,70.0,274.42999267578125,204.1,205.9,0.0,0.0,6.0,7.0,2.787112407226563,True,REGULAR,USD,0,2023-07-28
469,TSLA230728C00080000,2023-07-07 19:51:13+00:00,80.0,274.42999267578125,193.8,195.95,194.59,,8.0,2.0,2.4355507861328123,True,REGULAR,USD,0,2023-07-28
470,TSLA230728C00085000,2023-07-07 19:59:00+00:00,85.0,274.42999267578125,188.8,190.95,189.7,,8.0,0.0,2.3212932592773434,True,REGULAR,USD,0,2023-07-28
471,TSLA230728C00095000,2023-06-09 14:44:43+00:00,95.0,274.42999267578125,178.8,180.95,0.0,0.0,,1.0,2.112309406738281,True,REGULAR,USD,0,2023-07-28
472,TSLA230728C00100000,2023-07-06 14:24:30+00:00,100.0,274.42999267578125,173.8,176.0,0.0,0.0,1.0,55.0,2.0332080419921876,True,REGULAR,USD,0,2023-07-28
473,TSLA230728C00105000,2023-06-13 16:33:06+00:00,105.0,274.42999267578125,168.8,171.0,0.0,0.0,,24.0,1.9414065429687501,True,REGULAR,USD,0,2023-07-28
474,TSLA230728C00110000,2023-07-06 14:22:31+00:00,110.0,274.42999267578125,163.8,166.0,0.0,0.0,4.0,16.0,1.853516357421875,True,REGULAR,USD,0,2023-07-28
475,TSLA230728C00115000,2023-06-28 18:40:02+00:00,115.0,274.42999267578125,158.8,161.05,0.0,0.0,20.0,24.0,1.7841807666015623,True,REGULAR,USD,0,2023-07-28
476,TSLA230728C00120000,2023-06-28 13:43:36+00:00,120.0,274.42999267578125,153.8,156.05,0.0,0.0,5.0,15.0,1.703126484375,True,REGULAR,USD,0,2023-07-28
477,TSLA230728C00125000,2023-07-07 18:06:50+00:00,125.0,274.42999267578125,148.8,151.05,4.149994,2.760222,3.0,6.0,1.626954990234375,True,REGULAR,USD,0,2023-07-28
478,TSLA230728C00130000,2023-07-07 18:09:20+00:00,130.0,274.42999267578125,143.8,146.1,15.820007,11.81744,1.0,24.0,1.5644553027343748,True,REGULAR,USD,0,2023-07-28
479,TSLA230728C00135000,2023-07-06 14:12:20+00:00,135.0,274.42999267578125,138.9,141.1,0.0,0.0,1.0,16.0,1.5136743066406249,True,REGULAR,USD,0,2023-07-28
480,TSLA230728C00140000,2023-07-07 19:58:46+00:00,140.0,274.42999267578125,133.8,136.15,-6.800003,-4.793798,21.0,21.0,1.43359658203125,True,REGULAR,USD,0,2023-07-28
481,TSLA230728C00145000,2023-07-07 15:15:54+00:00,145.0,274.42999267578125,129.1,131.15,-4.75,-3.4633615,1.0,17.0,1.421877890625,True,REGULAR,USD,0,2023-07-28
482,TSLA230728C00150000,2023-07-07 18:38:53+00:00,150.0,274.42999267578125,124.1,126.2,3.6100006,2.891702,3.0,65.0,1.3623078759765623,True,REGULAR,USD,0,2023-07-28
483,TSLA230728C00155000,2023-07-07 14:36:58+00:00,155.0,274.42999267578125,118.8,121.2,-3.4799957,-2.817126,1.0,34.0,1.2470740771484374,True,REGULAR,USD,0,2023-07-28
484,TSLA230728C00160000,2023-07-07 19:38:46+00:00,160.0,274.42999267578125,113.5,116.25,-1.2600021,-1.070884,4.0,229.0,1.1396527392578126,True,REGULAR,USD,0,2023-07-28
485,TSLA230728C00165000,2023-07-07 19:48:05+00:00,165.0,274.42999267578125,108.5,111.3,-2.7200012,-2.4053779,14.0,26.0,1.0913131372070315,True,REGULAR,USD,0,2023-07-28
486,TSLA230728C00170000,2023-07-07 17:35:29+00:00,170.0,274.42999267578125,104.2,105.85,1.2000046,1.1050785,4.0,101.0,1.0756882153320313,True,REGULAR,USD,0,2023-07-28
487,TSLA230728C00175000,2023-07-07 19:51:18+00:00,175.0,274.42999267578125,99.25,100.85,-3.5899963,-3.4629078,14.0,66.0,1.0258837768554687,True,REGULAR,USD,0,2023-07-28
488,TSLA230728C00180000,2023-07-07 19:48:54+00:00,180.0,274.42999267578125,94.3,95.9,-1.1399994,-1.1822041,22.0,160.0,0.983398603515625,True,REGULAR,USD,0,2023-07-28
489,TSLA230728C00185000,2023-07-07 19:41:31+00:00,185.0,274.42999267578125,89.35,91.0,-2.449997,-2.6273425,23.0,118.0,0.9458013232421875,True,REGULAR,USD,0,2023-07-28
490,TSLA230728C00190000,2023-07-07 19:43:44+00:00,190.0,274.42999267578125,84.45,86.05,-2.5699997,-2.9065819,17.0,123.0,0.9074716284179687,True,REGULAR,USD,0,2023-07-28
491,TSLA230728C00195000,2023-07-07 19:41:05+00:00,195.0,274.42999267578125,79.55,81.15,-2.4700012,-2.963409,16.0,134.0,0.8725598681640624,True,REGULAR,USD,0,2023-07-28
492,TSLA230728C00200000,2023-07-07 19:20:32+00:00,200.0,274.42999267578125,74.65,76.25,-0.55999756,-0.7151035,42.0,564.0,0.835695002441406,True,REGULAR,USD,0,2023-07-28
493,TSLA230728C00205000,2023-07-07 19:21:37+00:00,205.0,274.42999267578125,69.8,71.4,0.05000305,0.068676084,22.0,132.0,0.8049335913085938,True,REGULAR,USD,0,2023-07-28
494,TSLA230728C00210000,2023-07-07 19:17:39+00:00,210.0,274.42999267578125,64.95,66.55,-0.069999695,-0.102668956,169.0,139.0,0.7712425219726562,True,REGULAR,USD,0,2023-07-28
495,TSLA230728C00215000,2023-07-07 19:53:18+00:00,215.0,274.42999267578125,60.2,61.8,-3.039997,-4.7544527,26.0,382.0,0.747072841796875,True,REGULAR,USD,0,2023-07-28
496,TSLA230728C00220000,2023-07-07 19:53:18+00:00,220.0,274.42999267578125,55.5,57.1,-2.5,-4.2589436,47.0,1284.0,0.7236355761718749,True,REGULAR,USD,0,2023-07-28
497,TSLA230728C00225000,2023-07-07 19:50:06+00:00,225.0,274.42999267578125,50.9,52.45,-2.289997,-4.270789,42.0,180.0,0.7019072778320312,True,REGULAR,USD,0,2023-07-28
498,TSLA230728C00230000,2023-07-07 19:32:15+00:00,230.0,274.42999267578125,46.35,47.95,-1.0600014,-2.1496682,56.0,731.0,0.6824982922363283,True,REGULAR,USD,0,2023-07-28
499,TSLA230728C00235000,2023-07-07 19:51:09+00:00,235.0,274.42999267578125,42.2,43.35,-2.7000008,-5.947138,35.0,590.0,0.6673617248535157,True,REGULAR,USD,0,2023-07-28
500,TSLA230728C00240000,2023-07-07 19:53:18+00:00,240.0,274.42999267578125,37.9,39.15,-2.8600006,-6.9232645,127.0,745.0,0.6525913647460939,True,REGULAR,USD,0,2023-07-28
501,TSLA230728C00245000,2023-07-07 19:28:27+00:00,245.0,274.42999267578125,33.85,34.9,-1.2699966,-3.439861,77.0,951.0,0.6356237609863282,True,REGULAR,USD,0,2023-07-28
502,TSLA230728C00250000,2023-07-07 19:59:41+00:00,250.0,274.42999267578125,30.6,30.85,-2.1699982,-6.601759,227.0,2325.0,0.6361120373535156,True,REGULAR,USD,0,2023-07-28
503,TSLA230728C00255000,2023-07-07 19:59:41+00:00,255.0,274.42999267578125,27.0,27.25,-2.0,-6.8728523,57.0,1254.0,0.6282996154785156,True,REGULAR,USD,0,2023-07-28
504,TSLA230728C00260000,2023-07-07 19:56:01+00:00,260.0,274.42999267578125,23.7,23.9,-2.0,-7.692308,396.0,1988.0,0.62305064453125,True,REGULAR,USD,0,2023-07-28
505,TSLA230728C00265000,2023-07-07 19:59:56+00:00,265.0,274.42999267578125,20.65,20.85,-2.4400005,-10.539959,271.0,1702.0,0.6192665026855471,True,REGULAR,USD,0,2023-07-28
506,TSLA230728C00270000,2023-07-07 19:59:57+00:00,270.0,274.42999267578125,17.9,18.0,-1.9700012,-9.91445,508.0,1834.0,0.6156044299316408,True,REGULAR,USD,0,2023-07-28
507,TSLA230728C00275000,2023-07-07 19:59:52+00:00,275.0,274.42999267578125,15.35,15.55,-1.7400007,-10.116282,1451.0,1515.0,0.6137733935546876,False,REGULAR,USD,0,2023-07-28
508,TSLA230728C00280000,2023-07-07 19:59:56+00:00,280.0,274.42999267578125,13.1,13.3,-1.8500004,-12.333336,3588.0,3770.0,0.6119423571777345,False,REGULAR,USD,0,2023-07-28
509,TSLA230728C00285000,2023-07-07 19:59:40+00:00,285.0,274.42999267578125,11.15,11.35,-1.5200005,-11.902901,861.0,2339.0,0.6124306335449221,False,REGULAR,USD,0,2023-07-28
510,TSLA230728C00290000,2023-07-07 19:59:32+00:00,290.0,274.42999267578125,9.45,9.65,-1.4499998,-13.1221695,763.0,1354.0,0.6136513244628907,False,REGULAR,USD,0,2023-07-28
511,TSLA230728C00295000,2023-07-07 19:58:35+00:00,295.0,274.42999267578125,8.0,8.2,-1.29,-13.723405,1065.0,928.0,0.6164589135742189,False,REGULAR,USD,0,2023-07-28
512,TSLA230728C00300000,2023-07-07 19:59:44+00:00,300.0,274.42999267578125,6.75,6.9,-1.2000003,-14.906836,2336.0,6660.0,0.6185340881347658,False,REGULAR,USD,0,2023-07-28
513,TSLA230728C00305000,2023-07-07 19:59:33+00:00,305.0,274.42999267578125,5.7,5.85,-1.0999999,-15.942027,386.0,1219.0,0.6229285754394531,False,REGULAR,USD,0,2023-07-28
514,TSLA230728C00310000,2023-07-07 19:58:04+00:00,310.0,274.42999267578125,4.8,4.95,-1.0,-16.949154,485.0,1714.0,0.6273230627441408,False,REGULAR,USD,0,2023-07-28
515,TSLA230728C00315000,2023-07-07 19:59:39+00:00,315.0,274.42999267578125,4.1,4.2,-0.86000013,-16.99605,200.0,794.0,0.6341589318847658,False,REGULAR,USD,0,2023-07-28
516,TSLA230728C00320000,2023-07-07 19:59:10+00:00,320.0,274.42999267578125,3.4,3.55,-0.8000002,-18.604654,464.0,1570.0,0.6374547973632813,False,REGULAR,USD,0,2023-07-28
517,TSLA230728C00325000,2023-07-07 19:58:34+00:00,325.0,274.42999267578125,2.92,3.05,-0.6700001,-18.356165,362.0,1301.0,0.6462437719726561,False,REGULAR,USD,0,2023-07-28
518,TSLA230728C00330000,2023-07-07 19:55:31+00:00,330.0,274.42999267578125,2.53,2.57,-0.6500001,-20.440254,301.0,1071.0,0.6535679174804689,False,REGULAR,USD,0,2023-07-28
519,TSLA230728C00335000,2023-07-07 19:58:55+00:00,335.0,274.42999267578125,2.12,2.21,-0.74,-25.342464,144.0,248.0,0.6595493029785158,False,REGULAR,USD,0,2023-07-28
520,TSLA230728C00340000,2023-07-07 19:59:31+00:00,340.0,274.42999267578125,1.86,1.9,-0.5100001,-21.250004,103.0,425.0,0.6691927612304689,False,REGULAR,USD,0,2023-07-28
521,TSLA230728C00345000,2023-07-07 19:50:42+00:00,345.0,274.42999267578125,1.56,1.64,-0.56999993,-26.886791,175.0,827.0,0.6752962158203126,False,REGULAR,USD,0,2023-07-28
522,TSLA230728C00350000,2023-07-07 19:59:32+00:00,350.0,274.42999267578125,1.35,1.42,-0.37,-20.786518,812.0,2594.0,0.6835969140625001,False,REGULAR,USD,0,2023-07-28
523,TSLA230728C00355000,2023-07-07 19:44:57+00:00,355.0,274.42999267578125,1.17,1.24,-0.5500001,-32.163746,221.0,178.0,0.692385888671875,False,REGULAR,USD,0,2023-07-28
524,TSLA230728C00360000,2023-07-07 19:50:00+00:00,360.0,274.42999267578125,1.03,1.08,-0.4100001,-28.472227,448.0,294.0,0.7014190014648438,False,REGULAR,USD,0,2023-07-28
525,TSLA230728C00365000,2023-07-07 19:58:14+00:00,365.0,274.42999267578125,0.9,0.95,-0.39000005,-29.323309,51.0,641.0,0.7104521142578125,False,REGULAR,USD,0,2023-07-28
526,TSLA230728C00370000,2023-07-07 19:52:18+00:00,370.0,274.42999267578125,0.8,0.84,-0.37999994,-32.203384,161.0,134.0,0.7202176416015625,False,REGULAR,USD,0,2023-07-28
527,TSLA230728C00375000,2023-07-07 19:50:00+00:00,375.0,274.42999267578125,0.7,0.74,-0.3,-29.70297,103.0,179.0,0.72851833984375,False,REGULAR,USD,0,2023-07-28
528,TSLA230728C00380000,2023-07-07 19:50:24+00:00,380.0,274.42999267578125,0.61,0.66,-0.3,-32.967033,18.0,532.0,0.7368190380859375,False,REGULAR,USD,0,2023-07-28
529,TSLA230728C00385000,2023-07-07 19:57:19+00:00,385.0,274.42999267578125,0.55,0.59,-0.24000001,-29.268295,561.0,688.0,0.747072841796875,False,REGULAR,USD,0,2023-07-28
530,TSLA230728C00390000,2023-07-07 19:47:16+00:00,390.0,274.42999267578125,0.49,0.53,-0.19,-27.142859,24.0,97.0,0.7563500927734376,False,REGULAR,USD,0,2023-07-28
531,TSLA230728C00395000,2023-07-07 19:56:58+00:00,395.0,274.42999267578125,0.44,0.47,-0.22000003,-32.835823,61.0,114.0,0.764650791015625,False,REGULAR,USD,0,2023-07-28
532,TSLA230728C00400000,2023-07-07 19:54:31+00:00,400.0,274.42999267578125,0.39,0.42,-0.16999999,-29.82456,231.0,3431.0,0.772463212890625,False,REGULAR,USD,0,2023-07-28
533,TSLA230728C00405000,2023-07-07 19:24:06+00:00,405.0,274.42999267578125,0.35,0.38,-0.100000024,-20.408169,14.0,136.0,0.7817404638671875,False,REGULAR,USD,0,2023-07-28
534,TSLA230728C00410000,2023-07-07 19:33:36+00:00,410.0,274.42999267578125,0.32,0.35,-0.13,-27.083334,65.0,286.0,0.7924825439453125,False,REGULAR,USD,0,2023-07-28
535,TSLA230728C00415000,2023-07-07 19:01:14+00:00,415.0,274.42999267578125,0.27,0.31,-0.16,-32.65306,25.0,217.0,0.795900478515625,False,REGULAR,USD,0,2023-07-28
536,TSLA230728C00420000,2023-07-07 19:44:54+00:00,420.0,274.42999267578125,0.24,0.28,-0.120000005,-31.578949,78.0,181.0,0.8037129003906249,False,REGULAR,USD,0,2023-07-28
537,TSLA230728C00425000,2023-07-07 19:53:46+00:00,425.0,274.42999267578125,0.23,0.26,-0.100000024,-27.777782,17.0,206.0,0.8159198095703124,False,REGULAR,USD,0,2023-07-28
538,TSLA230728C00430000,2023-07-07 17:58:30+00:00,430.0,274.42999267578125,0.21,0.24,-0.07999998,-22.857138,18.0,77.0,0.8251970605468748,False,REGULAR,USD,0,2023-07-28
539,TSLA230728C00435000,2023-07-07 19:50:10+00:00,435.0,274.42999267578125,0.19,0.22,-0.10000001,-33.333336,20.0,20.0,0.8330094824218748,False,REGULAR,USD,0,2023-07-28
540,TSLA230728C00440000,2023-07-07 17:04:01+00:00,440.0,274.42999267578125,0.17,0.2,-0.040000007,-14.814816,14.0,64.0,0.8398453515625,False,REGULAR,USD,0,2023-07-28
541,TSLA230728C00445000,2023-07-07 19:57:41+00:00,445.0,274.42999267578125,0.14,0.18,-0.06999999,-29.166666,6.0,46.0,0.842775009765625,False,REGULAR,USD,0,2023-07-28
542,TSLA230728C00450000,2023-07-07 17:56:09+00:00,450.0,274.42999267578125,0.14,0.17,-0.049999997,-21.739128,7.0,79.0,0.8554701953125,False,REGULAR,USD,0,2023-07-28
543,TSLA230728C00455000,2023-07-07 14:35:12+00:00,455.0,274.42999267578125,0.11,0.15,-0.040000007,-20.000004,2.0,24.0,0.8554701953125,False,REGULAR,USD,0,2023-07-28
544,TSLA230728C00460000,2023-07-06 17:26:28+00:00,460.0,274.42999267578125,0.11,0.14,0.0,0.0,29.0,39.0,0.867188828125,False,REGULAR,USD,0,2023-07-28
545,TSLA230728C00465000,2023-07-07 14:33:45+00:00,465.0,274.42999267578125,0.1,0.13,-0.030000001,-17.647058,8.0,189.0,0.87500125,False,REGULAR,USD,0,2023-07-28
546,TSLA230728C00470000,2023-07-07 19:50:52+00:00,470.0,274.42999267578125,0.09,0.12,-0.16,-64.0,16.0,15.0,0.8808605664062499,False,REGULAR,USD,0,2023-07-28
547,TSLA230728C00475000,2023-07-06 14:04:11+00:00,475.0,274.42999267578125,0.07,0.11,0.0,0.0,1.0,18.0,0.8808605664062499,False,REGULAR,USD,0,2023-07-28
548,TSLA230728C00480000,2023-07-07 16:27:30+00:00,480.0,274.42999267578125,0.08,0.1,-0.050000004,-33.333336,100.0,21.0,0.8964854101562498,False,REGULAR,USD,0,2023-07-28
549,TSLA230728C00485000,2023-07-07 17:29:15+00:00,485.0,274.42999267578125,0.07,0.09,-0.09,-45.0,5.0,11.0,0.9003916210937499,False,REGULAR,USD,0,2023-07-28
550,TSLA230728C00490000,2023-07-07 15:42:48+00:00,490.0,274.42999267578125,0.06,0.09,-0.029999994,-23.07692,25.0,195.0,0.9082040429687499,False,REGULAR,USD,0,2023-07-28
551,TSLA230728C00495000,2023-07-07 19:19:45+00:00,495.0,274.42999267578125,0.06,0.08,-0.030000001,-30.000002,3.0,31.0,0.9160164648437501,False,REGULAR,USD,0,2023-07-28
552,TSLA230728C00500000,2023-07-07 18:03:46+00:00,500.0,274.42999267578125,0.05,0.08,-0.030000001,-27.272728,149.0,226.0,0.92187578125,False,REGULAR,USD,0,2023-07-28
553,TSLA230728P00020000,2023-06-09 15:40:07+00:00,20.0,274.42999267578125,0.0,0.01,0.0,0.0,,5.0,3.3125017187499997,False,REGULAR,USD,1,2023-07-28
554,TSLA230728P00030000,2023-06-26 18:54:43+00:00,30.0,274.42999267578125,0.0,0.01,0.0,0.0,,27.0,2.750003125,False,REGULAR,USD,1,2023-07-28
555,TSLA230728P00040000,2023-06-13 16:31:02+00:00,40.0,274.42999267578125,0.0,0.01,0.0,0.0,,1.0,2.43750390625,False,REGULAR,USD,1,2023-07-28
556,TSLA230728P00050000,2023-07-07 13:31:00+00:00,50.0,274.42999267578125,0.0,0.01,0.0,0.0,60.0,346.0,2.1250046874999997,False,REGULAR,USD,1,2023-07-28
557,TSLA230728P00060000,2023-06-28 17:05:34+00:00,60.0,274.42999267578125,0.0,0.01,0.0,0.0,30.0,81.0,1.9375003125,False,REGULAR,USD,1,2023-07-28
558,TSLA230728P00070000,2023-07-05 13:30:09+00:00,70.0,274.42999267578125,0.0,0.01,0.0,0.0,10.0,188.0,1.71875140625,False,REGULAR,USD,1,2023-07-28
559,TSLA230728P00080000,2023-07-06 18:00:48+00:00,80.0,274.42999267578125,0.0,0.01,0.0,0.0,100.0,102.0,1.5625021874999998,False,REGULAR,USD,1,2023-07-28
560,TSLA230728P00085000,2023-06-26 19:55:30+00:00,85.0,274.42999267578125,0.0,0.01,0.0,0.0,6.0,7.0,1.5000025,False,REGULAR,USD,1,2023-07-28
561,TSLA230728P00090000,2023-07-05 13:30:02+00:00,90.0,274.42999267578125,0.0,0.01,0.0,0.0,10.0,20.0,1.40625296875,False,REGULAR,USD,1,2023-07-28
562,TSLA230728P00095000,2023-07-07 19:50:00+00:00,95.0,274.42999267578125,0.0,0.02,-0.049999997,-83.333336,130.0,2.0,1.421877890625,False,REGULAR,USD,1,2023-07-28
563,TSLA230728P00100000,2023-07-05 19:28:13+00:00,100.0,274.42999267578125,0.0,0.04,0.0,0.0,4.0,24.0,1.4296903515625,False,REGULAR,USD,1,2023-07-28
564,TSLA230728P00105000,2023-07-05 13:42:48+00:00,105.0,274.42999267578125,0.01,0.04,0.0,0.0,2.0,31.0,1.3906280468749999,False,REGULAR,USD,1,2023-07-28
565,TSLA230728P00110000,2023-06-30 19:52:44+00:00,110.0,274.42999267578125,0.01,0.05,0.0,0.0,7.0,34.0,1.3515657421874998,False,REGULAR,USD,1,2023-07-28
566,TSLA230728P00115000,2023-07-03 16:34:11+00:00,115.0,274.42999267578125,0.02,0.05,0.0,0.0,14.0,70.0,1.3046909765624997,False,REGULAR,USD,1,2023-07-28
567,TSLA230728P00120000,2023-07-07 19:54:30+00:00,120.0,274.42999267578125,0.02,0.06,0.0,0.0,6.0,134.0,1.2578162109375,False,REGULAR,USD,1,2023-07-28
568,TSLA230728P00125000,2023-07-07 19:57:48+00:00,125.0,274.42999267578125,0.03,0.06,-0.020000001,-40.000004,35.0,130.0,1.2148476757812499,False,REGULAR,USD,1,2023-07-28
569,TSLA230728P00130000,2023-07-07 17:24:19+00:00,130.0,274.42999267578125,0.04,0.06,-0.02,-33.333336,5.0,56.0,1.171879140625,False,REGULAR,USD,1,2023-07-28
